lang,rate_15150000,rate_15900000,rate_15990000,rate_16020000,rate_16480000,rate_16610000,rate_17580000,rate_18550000,rate_19800000,rate_20160000,rate_21060000,rate_21250000,rate_21350000,rate_22260000,rate_24310000,rate_24440000,rate_24500000,rate_24870000,rate_26210000,rate_27470000,rate_27510000,rate_28950000,rate_31920000,rate_33880000,rate_34060000,rate_34240000,rate_35880000,rate_37350000,rate_37730000,rate_38090000,rate_38430000,rate_38450000,rate_38680000,rate_39490000,rate_39530000,rate_39730000,rate_40510000,rate_42530000,rate_43170000,rate_43300000,rate_43580000,rate_44090000,rate_48090000,rate_49810000,rate_51180000,rate_54530000,rate_54940000,rate_55010000,rate_56710000,rate_58570000,rate_58890000,rate_58940000,rate_59060000,rate_61790000,rate_62350000,rate_63150000,rate_63550000,rate_63940000,rate_66220000,rate_66730000,rate_67310000,rate_67600000,rate_67720000,rate_68470000,rate_69020000,rate_69330000,rate_69440000,rate_69670000,rate_71100000,rate_71360000,rate_71630000,rate_71880000,rate_73160000,rate_73770000,rate_73960000,rate_75490000,rate_78400000,rate_80330000,rate_80850000,rate_81690000,rate_81800000,rate_82810000,rate_84240000,rate_84940000,rate_86390000,rate_86450000,rate_88250000,rate_88480000,rate_88600000,rate_88810000,rate_89520000,rate_91130000,rate_91990000,rate_92880000,rate_93090000,rate_96010000,rate_97240000,rate_97730000,rate_99660000,rate_99790000
Czech,0.448698,0.441940,0.527271,0.538746,0.471048,0.527046,0.407469,0.393482,0.683408,1.040895,0.698965,0.600408,0.931079,0.491085,0.597935,0.404292,0.293052,0.651126,0.342613,0.478811,0.391519,0.288958,0.326249,0.806950,0.412269,1.188852,1.555976,0.566458,0.646375,0.788617,0.870055,0.861428,0.767104,0.390660,0.693284,0.471044,0.803636,0.421142,0.957636,0.745279,0.625916,0.457107,0.410326,0.875013,0.488471,0.362047,0.433554,0.285220,0.565975,0.458287,0.533702,0.492559,0.538858,0.857872,0.416410,0.595563,0.382925,0.333525,0.853664,1.135510,0.513115,0.398277,0.306744,0.875714,1.135453,0.556466,0.923292,1.071950,0.832607,0.305944,0.743325,0.386484,1.012229,0.864819,0.752363,0.515281,0.411822,0.382816,0.374102,0.861094,0.346383,0.704936,0.838133,0.748130,0.784015,0.374899,0.289839,0.550694,0.872088,0.948009,0.360527,0.289174,0.460328,0.587164,0.552434,0.650808,0.884488,0.461330,0.708098,0.529236
SorbianUpper,0.562839,1.023529,0.520579,0.506699,0.705313,1.133570,0.501476,0.348190,0.551609,0.497095,0.388475,0.702275,1.214546,0.346477,1.114011,1.165894,0.785907,0.895571,0.595659,0.597925,0.588222,1.153227,0.446342,0.499490,0.542501,0.577236,0.446245,0.750035,0.475672,0.587341,0.426202,0.458341,0.798681,0.595878,1.046838,0.401236,0.770301,0.370730,0.513265,0.568833,0.410703,0.710869,0.836323,0.621883,0.527770,0.501801,0.509933,0.795471,0.623065,0.400754,0.297210,0.356329,0.515584,0.326759,0.922887,0.406718,0.640756,0.318157,0.626816,0.568153,0.861423,0.287889,0.431202,0.978076,1.015837,0.684204,0.819423,0.438735,0.973705,0.791698,0.621834,0.580380,0.535812,0.456707,0.580271,0.611034,0.555385,0.834997,0.286019,0.853072,0.409522,0.599231,0.708710,0.579242,0.513595,0.335238,0.345703,0.525559,0.503636,0.592511,0.538150,0.461613,0.692522,0.680261,1.265789,0.984582,0.726456,0.421805,0.390274,0.843105
SorbianLower,0.506587,1.202745,1.053260,0.748352,0.914762,1.356348,1.232052,0.801353,0.759532,0.896904,0.532887,2.032858,2.010981,0.688897,2.698184,1.418416,1.410623,1.152542,1.260567,0.786090,2.055939,2.406406,0.653691,0.817051,0.901320,0.574376,0.959627,0.782049,1.308222,1.358984,0.567444,0.594155,1.871222,0.845048,2.123340,0.763191,1.322129,0.721939,0.853836,1.160812,0.823479,1.463268,1.252929,0.659208,0.761256,1.591954,0.894435,1.162092,1.128373,0.631936,0.758295,0.840725,1.206388,0.586779,1.100906,0.931011,0.565102,0.833114,1.205953,1.477318,1.155841,0.692871,1.135586,1.671730,2.317118,0.953693,0.908102,1.187187,1.390381,1.323225,0.949753,1.596883,0.675058,1.428361,0.681874,0.738465,0.411257,0.850232,0.675386,1.621318,1.052717,1.232485,1.643752,0.578971,0.846218,0.777135,0.615053,1.326493,1.615932,2.132385,1.196190,0.470116,0.767381,0.735001,2.502187,1.979430,1.312935,1.546844,1.306557,1.109294
OldNovgorod,0.815510,0.787532,0.943476,0.980860,0.498084,0.955964,3.392440,0.552072,1.191602,1.576855,0.497849,0.854245,0.754011,0.632438,0.858145,0.642274,0.774793,0.919449,1.115972,0.745126,0.682117,0.410791,0.518391,0.991760,1.042656,2.131742,0.704311,0.431965,0.780245,1.150316,1.735747,1.566334,1.204466,0.538946,1.223513,0.869160,2.044441,1.136627,0.542335,0.696567,1.101713,0.695930,0.425041,0.868763,1.340328,1.087593,0.678852,0.949238,0.723083,1.179793,0.760574,0.892650,1.815067,0.792903,0.450745,0.771308,0.599222,1.561152,0.550046,1.766144,1.298701,0.517263,1.064789,0.604207,0.998722,1.062360,0.925801,0.972842,0.823699,1.777776,0.772104,1.021607,0.406563,1.188241,0.475038,0.518527,0.878957,0.395091,0.357623,1.193310,0.592378,0.575484,1.234990,1.370592,1.487332,1.065669,0.804694,0.683493,1.497460,0.689745,0.395360,0.763436,0.923030,0.690016,0.794924,0.870798,0.745580,1.664429,1.037274,0.959000
Russian,0.847788,1.110054,1.210305,0.773217,1.236978,0.911425,1.325080,1.415671,1.134866,1.100608,0.531182,1.042103,0.938911,0.455968,1.026101,1.074883,0.715033,1.015520,1.179468,0.801013,0.827263,1.747927,1.372653,1.192246,0.648289,0.917802,0.684575,1.194509,0.502030,0.675580,0.739892,1.196706,1.587806,0.899520,1.232688,0.648417,1.594362,1.108782,0.782837,0.896117,1.133429,1.371764,0.679035,0.907840,0.982101,0.566713,1.356842,0.989764,1.357326,1.394556,1.089208,1.780758,1.798927,0.937344,0.807599,1.164414,1.295119,0.994104,0.969899,0.718833,1.373687,0.943614,0.713484,0.663066,0.789463,1.586047,1.019583,1.429512,1.193561,0.732425,0.964945,0.727445,0.987107,0.953470,0.720512,0.971627,0.835450,1.064562,0.866807,1.105829,0.804844,0.706771,0.736383,0.953407,0.621607,0.798576,0.459911,1.217636,1.429041,0.793914,1.057281,0.858012,0.920920,0.902479,0.927288,0.736610,0.703065,1.301160,0.960864,1.175734
Belarusian,1.909672,1.002095,0.685267,1.466065,1.139529,0.731258,1.819385,1.467847,1.373375,1.609360,1.772836,1.543327,2.060645,0.501804,1.028408,0.986394,0.830581,1.158880,1.297190,2.550331,2.014287,2.425228,1.503884,1.824201,0.889785,1.642642,1.417224,1.491822,0.843512,1.335755,1.604759,1.648192,1.214206,1.495181,1.342130,2.461721,1.347963,1.651016,1.047858,1.054086,1.608194,1.668836,1.920954,0.908847,3.763469,0.576042,0.844976,1.028204,1.269763,1.432933,1.132977,1.998244,0.988177,1.651620,1.184971,1.551461,1.145102,0.971492,0.947423,0.551032,1.200016,0.892499,0.553698,0.606157,0.797796,2.256445,1.836662,2.072413,1.063562,1.204832,0.962235,3.155492,0.687080,0.776259,0.846780,1.027415,2.764322,0.808287,0.579492,0.611877,0.611859,0.698011,0.984843,0.991916,1.134677,1.067286,0.824080,1.022256,0.798330,1.588986,2.443898,0.704777,1.998768,0.906371,0.909849,1.058974,0.902431,1.508282,1.576218,1.624723
Ukrainian,0.732951,0.325166,0.281924,0.687390,0.802675,0.532774,1.083154,0.458330,0.469589,0.364284,1.146942,0.499962,1.091365,0.464807,0.599099,0.656981,0.613161,0.489958,0.853557,1.243596,1.682411,0.657168,0.737853,0.866610,0.746757,0.384204,0.650114,1.103353,0.306835,0.677592,0.796762,0.818326,0.836406,1.340952,1.203689,0.938533,0.900006,0.410348,0.405617,0.446759,0.568073,1.651352,0.514076,0.384015,1.355906,0.433787,0.594465,0.478933,0.640526,0.726425,0.440942,0.702894,0.533810,0.817868,0.641189,1.124404,0.651609,0.498766,0.527679,0.373918,0.532641,0.294374,0.349469,0.845928,0.504838,0.894929,0.424673,0.934083,0.748596,0.554249,0.613728,0.458487,0.552346,0.617617,0.461727,0.759192,0.935837,0.596802,0.243839,0.408835,0.263105,0.552899,0.490829,0.521835,0.782577,0.483815,0.417001,0.910293,1.131847,0.416908,1.129678,0.548360,0.867170,0.793406,0.468846,1.011141,0.507961,0.688466,0.456415,0.943613
Rusyn,0.502104,0.447883,0.338409,0.511242,0.299475,0.389611,0.510585,0.382109,0.362952,0.540412,0.337804,0.478932,0.409561,0.269761,0.479954,0.392724,0.394261,0.425545,0.540522,0.404269,0.572100,0.556153,0.403256,0.598100,0.449964,0.563288,0.461766,0.278883,0.413802,0.366911,0.471574,0.485143,0.425429,0.343082,0.456487,0.489761,0.330474,0.428697,0.347204,0.438382,0.595423,0.791441,0.343279,0.545932,0.346214,0.478232,0.312699,0.494450,0.478857,0.434268,0.733316,0.785921,0.621964,0.565114,0.422642,0.659693,0.554001,0.496667,0.404012,0.205663,0.322168,0.481919,0.340978,0.616747,0.432541,0.612622,0.393244,0.516513,0.322157,0.481800,0.542324,0.306788,0.590085,0.452958,0.422445,0.515046,0.335172,0.535859,0.633129,0.508419,0.702094,0.534077,0.468836,0.460976,0.505599,0.504632,0.364141,0.463654,0.527600,0.433971,0.313175,0.532438,0.633263,0.450213,0.259720,0.380153,0.408547,0.403467,0.499170,0.402179
Gothic,0.983079,1.058591,1.591339,1.735028,0.725449,0.481214,0.645193,0.837201,0.725784,0.640138,0.387666,0.798667,0.946276,0.561907,0.435999,0.947334,0.953133,1.119751,0.579404,1.351800,1.301125,0.519395,0.642868,0.289131,0.571422,1.316118,0.854381,0.527511,0.295697,0.611276,1.161756,1.136449,1.527892,0.810377,0.804154,0.520942,0.777455,0.690875,0.615789,0.665538,0.872636,0.593685,0.784916,0.620115,0.172234,0.855062,0.545897,0.556113,0.523121,0.473310,1.669908,0.239866,0.688649,0.883466,0.596343,0.623316,0.520928,0.567426,0.550674,0.534031,1.071236,0.837360,0.527879,0.522546,0.651282,0.674490,0.818229,0.903868,0.436588,0.413372,0.281945,0.609440,0.437212,0.459323,0.406571,0.694608,0.637923,0.531460,0.685380,1.471660,1.563433,0.731354,0.925795,0.871723,1.347367,1.463376,1.059732,0.754654,0.728387,0.962404,1.130756,0.562448,0.608176,1.078093,0.888380,1.028282,0.571225,0.963743,0.431263,0.665851
OldIcelandic,3.033996,1.909560,2.195520,2.026931,0.930187,1.301169,0.528661,1.171215,1.233862,1.228496,1.325887,1.520569,1.305900,1.533576,4.548004,2.306992,1.975552,1.002198,1.833403,0.547421,0.529826,0.671846,0.886811,1.413145,1.950840,0.716355,2.452691,1.729744,0.918144,1.093583,0.608922,1.048308,0.973774,0.908412,1.285040,0.871680,1.503015,1.018598,1.299015,0.596086,1.641632,1.385435,0.829381,1.914501,1.811597,2.972250,0.463589,1.226398,0.922264,2.416845,2.498070,2.280387,0.984183,2.092574,1.866920,2.231324,1.340356,2.032016,2.255441,1.099949,1.448178,1.692624,1.760156,2.287172,1.483462,0.635017,1.427479,1.733909,1.134885,1.503656,0.638595,0.516233,1.327061,1.441597,0.729231,1.473640,1.496783,1.247673,2.160973,0.696179,0.650632,0.839453,1.013720,1.362006,1.683043,1.446036,1.440933,1.466321,1.676320,5.238238,1.205885,0.788467,1.577924,1.261321,1.345169,1.630307,0.746436,0.772915,1.207321,2.885631
Icelandic,0.443567,0.507969,0.405050,0.447770,0.440752,0.345094,0.484431,0.466361,0.345247,0.468861,0.423847,0.448627,0.424327,0.453521,0.586190,0.410725,0.611211,0.263500,0.503637,0.227325,0.192809,0.292935,0.377599,0.378538,0.609925,0.204950,0.566319,0.272760,0.295468,0.431193,0.354136,0.351435,0.421295,0.314176,0.309658,0.317962,0.393718,0.568103,0.442637,0.347654,0.411121,0.453699,0.558651,0.365751,0.374306,0.324505,0.307513,0.316385,0.395087,0.477389,0.446908,0.346235,0.475369,0.369051,0.438609,0.382291,0.455265,0.366332,0.419152,0.341378,0.307979,0.373296,0.382948,0.398791,0.324136,0.343939,0.282757,0.405635,0.337796,0.454743,0.319529,0.335633,0.282783,0.471313,0.344385,0.323204,0.463186,0.368838,0.414693,0.307014,0.327891,0.401239,0.441276,0.328291,0.384111,0.395544,0.365822,0.445342,0.429221,0.405701,0.284732,0.475867,0.420430,0.322663,0.417746,0.453122,0.346783,0.518901,0.293987,0.462283
Faroese,0.269152,0.223611,0.325315,0.323029,0.315863,0.301389,0.325598,0.310897,0.221296,0.258345,0.355853,0.245776,0.305316,0.336400,0.365358,0.192649,0.349301,0.273536,0.192945,0.194270,0.134424,0.190238,0.218447,0.196763,0.297333,0.216236,0.236759,0.185012,0.209656,0.314428,0.213785,0.180876,0.215220,0.251329,0.203905,0.253962,0.323695,0.277581,0.206816,0.206682,0.304750,0.202469,0.265396,0.291578,0.249462,0.225466,0.137917,0.150121,0.187559,0.294405,0.260946,0.267628,0.173193,0.234553,0.148126,0.346445,0.310070,0.216615,0.351900,0.300391,0.140535,0.266138,0.282152,0.218674,0.190973,0.195413,0.283231,0.278764,0.151404,0.179165,0.177337,0.248688,0.174706,0.400484,0.347763,0.324372,0.194595,0.225099,0.213716,0.211816,0.331106,0.340883,0.239966,0.317004,0.319573,0.266641,0.256953,0.312050,0.300961,0.276450,0.145982,0.174166,0.296027,0.269735,0.205350,0.192136,0.229090,0.269508,0.174125,0.247514
NorwegianBokmal,0.698968,0.647591,1.035807,1.763127,0.769438,0.417755,1.344740,0.295717,0.981498,0.909295,0.709289,0.675708,0.839150,0.627279,0.434441,1.163357,1.981810,0.408850,0.830412,0.546058,0.503919,0.328295,0.476094,0.626036,1.105215,0.380506,0.743160,0.684461,0.649103,1.355322,0.486178,0.450540,1.219015,0.559500,0.804718,1.511594,1.402573,0.458424,0.817319,0.659524,0.295112,0.792118,0.999365,0.452441,0.623520,0.736169,0.276531,1.086298,0.437239,0.359656,0.821686,0.364198,1.196854,0.477287,0.529084,0.240160,0.568189,1.869412,0.745318,0.715852,0.594302,1.047737,0.486856,0.774927,0.600456,0.640239,0.465018,0.728572,0.731910,0.544563,0.380448,0.777444,1.142707,0.489093,0.407160,0.697577,0.882312,0.301146,1.572496,0.389323,0.391118,0.757562,0.809470,0.668749,1.573896,0.447777,0.941059,0.474587,0.590460,0.707904,0.992185,0.236847,0.994363,2.018125,0.837394,1.157136,0.421735,0.329574,0.542868,0.430861
NorwegianNynorsk,0.383294,0.544517,0.699639,0.560981,0.474962,1.892402,0.969818,2.650349,2.229181,1.112095,0.514137,0.647030,0.295479,0.650775,0.738281,0.675089,1.445081,0.767066,0.731669,1.069360,0.474958,0.671566,0.609760,1.156691,1.155938,1.058183,1.539436,0.459297,0.637332,1.106854,1.203827,1.115585,0.446205,0.401915,0.342638,0.814134,0.784937,0.636725,1.260174,0.686141,0.272648,2.620315,0.739263,0.784009,2.092637,0.736784,0.468664,2.537732,0.620335,1.010971,1.085114,0.238708,0.543035,0.556457,0.916065,0.624593,0.757786,0.707356,0.905885,0.647945,0.628952,1.735174,0.797229,1.006282,2.400495,0.850231,0.733369,0.605826,2.349593,1.884318,0.962811,1.043257,0.565689,0.337622,0.531962,1.282930,0.338638,1.377355,1.972613,0.976428,0.640776,0.692184,0.788179,1.887733,0.593427,1.320062,1.016198,1.122629,0.573786,0.362252,0.177569,0.469715,0.450910,0.707846,0.680524,0.404678,0.783128,0.473512,1.360581,1.489642
Elfdalian,1.460258,1.433737,1.344822,1.363757,1.174291,1.138719,2.242954,1.303330,1.564426,1.368172,2.283509,1.509502,2.723171,1.751751,1.944337,1.511161,0.974354,2.607896,1.749556,2.115165,1.601115,1.887982,1.016389,2.485574,1.382494,1.631973,1.349659,1.450512,1.631946,1.133933,1.712636,1.676058,1.512391,2.126750,2.190805,2.376991,0.834750,1.816763,2.399367,2.539085,2.109209,1.334119,0.801427,2.130687,1.476229,2.183468,1.347141,1.399797,1.471874,1.789895,0.896109,0.957677,1.385855,1.458904,2.541584,1.286194,0.993270,2.302302,1.676766,0.941689,1.863325,0.894295,1.598279,0.993776,1.669310,1.260479,0.840454,0.973002,1.845834,2.318579,1.104669,1.496050,2.463753,1.713811,1.793214,2.629364,1.898791,1.212326,1.336954,1.231482,1.114827,0.841018,1.190128,1.798684,1.551348,1.222377,0.937187,1.219976,1.588757,2.471986,1.134099,1.307152,1.004806,2.916198,3.982514,1.351394,1.027380,2.213522,1.560164,1.797773
OldSwedish,0.427356,0.723078,0.596566,0.963625,0.570928,0.772714,0.527489,1.518663,0.545679,0.245606,0.780707,1.425675,0.677805,0.591224,0.898945,0.716037,0.758759,0.482432,0.498842,0.353972,0.441938,0.486687,0.271732,0.665113,0.810247,0.508165,0.497455,0.438159,0.474629,1.190934,0.388304,0.373311,0.469017,0.719257,0.502562,0.331577,0.302151,0.438567,0.507738,0.357639,0.520572,0.751023,0.426771,0.408033,0.372954,0.638531,0.287728,0.300430,0.344431,0.486816,0.603578,0.849909,0.740664,0.665271,0.654566,0.511937,0.286887,0.482544,0.637489,0.518148,0.509939,1.648326,0.446308,0.713467,0.499866,0.880272,0.728700,0.888396,0.341481,0.356429,0.756660,0.359224,0.789209,1.475098,1.202857,0.760463,0.338847,0.402648,0.486524,0.525722,0.270186,0.386317,0.685813,0.457024,0.401626,0.398057,0.938640,0.301478,0.378506,0.972692,0.373081,0.693474,0.572266,0.542617,0.442121,0.304684,0.672551,0.332027,0.527430,1.006284
Swedish,0.493743,0.317306,0.407881,0.623428,0.455291,0.584985,0.618244,0.446939,0.351930,0.292280,0.375139,0.519534,0.470377,0.532226,0.497468,0.673130,0.257421,0.646912,0.509705,0.599066,0.530357,0.695229,0.534783,0.555760,0.497128,0.346804,0.543181,0.497293,0.431279,0.369882,0.374646,0.366644,0.537480,0.810965,0.835390,0.821977,0.262772,0.376940,0.706529,0.905665,0.377074,0.574045,0.321125,0.486876,0.609126,0.332521,0.477090,0.580240,0.493183,0.764301,0.355692,0.315037,0.284393,0.397223,0.893706,0.332393,0.540723,0.929774,0.633991,0.299902,0.440587,0.423543,0.655584,0.429902,0.842062,0.571559,0.326791,0.404984,0.417716,0.541224,0.272319,0.507387,0.635836,1.045872,0.729271,1.375714,0.821788,0.342792,0.354130,0.272910,0.288823,0.346007,0.722599,0.585053,0.500547,0.538867,0.560434,0.394490,0.756078,0.689002,0.210072,0.491630,0.492805,0.643590,0.550048,0.419553,0.374315,0.593860,0.249030,0.536492
Danish,0.575571,1.207838,0.906478,0.941695,0.721703,0.901944,0.697769,0.807142,1.406032,1.364234,0.733901,1.395578,0.863905,1.509974,0.680968,0.747745,0.791650,1.230379,1.704340,0.634293,0.969730,1.287878,0.813448,0.508417,0.852106,2.482998,1.344820,0.592921,1.117038,1.303543,0.912071,0.870525,0.928337,0.910121,0.996351,1.579537,1.427473,1.159167,0.992969,0.793532,1.335934,0.632354,1.099710,1.024178,1.211136,0.975040,0.893757,0.858277,0.764707,1.061245,0.447631,0.448338,1.073637,1.021864,0.754181,1.316201,0.512140,0.934424,0.680953,0.353402,0.578781,0.666042,0.341779,0.994973,0.801107,0.514519,0.972173,0.564118,0.985634,1.004154,0.752771,0.575315,1.548786,1.498268,1.231350,1.042416,0.696525,0.813282,0.439781,1.432412,0.584714,1.175769,0.956052,0.837093,1.336049,1.433809,0.803704,0.578600,0.676491,0.737742,0.661522,0.862412,0.605621,1.358377,0.999849,0.436992,0.877766,1.096180,1.247239,1.305745
OldEnglish,0.733397,0.504699,0.665184,1.330326,0.811981,0.628504,0.997823,0.373117,0.787080,1.602766,0.662787,0.306737,0.468289,0.781999,0.688311,0.275543,0.538707,0.777574,0.436119,2.459581,1.762265,0.486491,0.820306,2.070744,1.104983,0.339855,1.018064,1.001324,0.735583,0.668372,0.649422,0.583964,0.574580,0.893097,1.188920,0.341116,0.744621,1.001044,0.860525,0.402511,1.153473,1.359578,1.000206,0.814419,0.352184,0.329062,0.950904,0.402498,0.766312,0.596184,0.733070,0.684458,0.433642,1.103654,0.661046,0.955607,0.552839,0.567117,1.070221,1.241808,4.123565,0.897134,0.962938,0.672870,0.235072,0.867337,0.268409,1.071333,0.400681,0.254434,0.784782,0.651347,0.630280,0.989973,0.611741,2.008251,0.373490,0.595252,1.396927,0.310184,0.464272,0.688936,1.217177,1.056541,0.820158,0.431085,0.717589,0.490191,0.702677,0.513759,1.447252,0.523668,0.458131,1.023476,0.258375,0.456076,0.486831,1.042555,0.498413,0.702586
English,1.336786,1.610880,1.643390,1.646902,0.942721,1.633371,1.037704,1.166583,1.348809,1.252917,1.211610,1.182671,1.191435,1.362770,1.066454,1.033210,1.011734,1.320370,1.309067,1.284672,1.256149,1.345131,1.384360,1.609560,1.289551,1.015538,1.470065,1.201901,1.196651,1.322936,1.220188,1.258331,1.286775,1.271294,1.285236,1.272589,1.122428,1.455971,1.284828,0.974394,1.473573,1.201865,1.113021,1.898016,1.174903,1.205167,1.219828,1.200251,0.999532,1.338381,0.903090,1.652880,1.577598,1.212339,1.455423,1.231406,1.167413,1.000484,1.179432,1.202642,1.424852,1.686729,0.972291,1.255778,0.958234,0.955697,0.953443,1.003614,1.282169,1.068307,1.404645,1.130893,1.630650,1.673272,1.387204,1.409720,1.322542,1.299831,1.228743,0.946114,1.354488,1.111747,1.366508,1.424150,1.265248,1.270840,1.321258,1.253687,1.240456,1.207999,0.851193,0.841160,1.363130,1.182175,1.213288,1.216084,1.294849,1.406641,1.218180,0.933856
OldFrisian,0.814799,0.577814,0.391333,1.373529,0.403402,0.440851,1.036530,0.309646,0.673771,0.701900,0.543180,1.063102,0.530363,0.815003,0.820440,1.042925,0.787239,1.286242,0.870297,0.739192,1.069215,1.102435,1.150385,1.212009,0.467529,0.851300,0.649924,1.422693,0.693423,0.382683,0.590495,0.653429,0.951244,0.567295,0.557111,0.607685,0.765018,0.844731,0.405848,0.697111,0.383374,0.578843,1.129767,0.492614,0.811247,0.577617,0.723286,0.447408,0.462032,1.132914,0.800250,0.857722,1.124734,0.651211,0.564994,0.715681,0.583391,0.635322,0.466162,0.451517,0.481184,0.756192,0.986515,0.682269,0.782555,0.467660,0.979726,0.476412,0.493255,0.675042,0.494484,0.845576,0.679518,0.607422,0.613559,0.623934,0.569766,0.398609,0.969757,0.372749,0.800066,0.812973,0.796232,0.489512,0.951302,0.548127,0.696715,0.389221,0.507595,0.449613,0.555228,1.019040,0.729425,0.558464,0.550132,0.441258,0.486156,0.638611,0.577752,0.743153
Frisian,1.814881,2.314171,2.739041,1.916821,2.676671,1.845594,1.597026,1.001243,2.034315,2.461534,1.397108,1.573286,1.635291,1.873180,1.878232,1.602146,1.249645,2.156728,2.470025,1.542924,2.947749,2.712509,1.187120,1.506766,1.228860,0.966503,2.400798,1.214064,2.105004,3.048267,5.598544,5.689503,3.735976,1.705367,1.231011,1.362527,1.948864,2.633423,0.808548,1.607636,1.488811,1.839432,2.389854,1.682199,1.115697,2.123161,2.023434,1.425696,2.639726,1.600379,2.355291,2.145829,2.036138,1.549852,2.868793,2.082598,1.085156,2.041308,2.093043,1.333038,1.897926,1.463914,1.461916,1.659085,1.455315,1.043817,1.377633,1.453583,1.666809,0.989629,1.267919,0.936570,2.243232,1.378620,1.289279,1.668605,1.069291,1.656651,6.727405,2.132969,2.290961,1.515195,7.858008,1.627793,1.535449,1.599598,2.592230,2.189470,1.205259,1.932208,1.404138,1.330323,1.494521,1.655413,1.804043,3.072028,1.734094,1.336887,1.515311,1.098394
MiddleDutch,0.397208,1.178686,0.593369,1.563821,1.943928,2.582717,0.310080,0.709965,0.565845,0.608436,1.172562,1.079027,0.873473,0.530926,1.858848,0.586942,1.306584,2.596807,0.603053,1.573911,1.198143,0.979387,1.052277,1.382048,0.834634,1.764727,2.243785,2.232080,1.044119,0.755529,0.413299,1.014444,1.405912,0.962936,0.528704,0.674277,1.529308,1.807248,0.240098,0.746852,0.543750,0.443808,0.926182,0.560417,0.881855,1.133913,1.444418,0.489693,0.798168,0.935943,0.716773,0.773991,1.445341,1.213088,0.944620,0.494048,1.860710,1.177634,2.066896,0.460498,2.219068,0.836159,0.305152,0.877960,0.663087,1.178849,1.703533,0.959026,1.117949,0.466361,0.382004,1.330994,0.976182,0.771493,0.761497,0.551204,1.303962,0.562100,0.604307,1.855691,1.173360,2.006643,0.670484,1.084842,0.655928,0.740781,1.177314,1.926344,1.234601,0.879267,0.970912,0.551729,2.994488,0.882138,1.052603,0.770400,1.535255,0.933813,0.548985,1.531365
Dutch,1.853462,0.246851,1.207036,1.192411,0.605618,0.781643,0.489070,0.660694,0.690264,0.457380,0.577631,0.491043,0.800077,0.746836,0.647605,0.418890,0.334550,0.431294,0.979444,1.831663,1.510105,0.459899,0.432644,0.747080,0.420289,0.315085,1.005624,0.485779,0.443993,0.828866,1.457005,1.480677,0.773358,0.622615,0.606873,0.486605,0.711272,0.717314,0.376504,1.022552,0.417872,0.638085,0.455046,0.932855,0.632239,0.591099,0.971258,0.599881,0.879325,1.082938,0.363305,0.550599,0.265701,1.417586,0.361980,0.611402,0.705576,0.533252,0.764662,0.810812,0.649592,0.518129,0.239115,0.442372,0.547980,0.755220,1.112973,0.568285,0.231008,0.277263,0.452418,0.365727,0.605930,0.388782,0.403071,0.385267,0.456652,0.305772,1.566545,0.835230,0.544603,0.562333,1.526456,0.276994,0.563855,1.091238,0.609434,1.112040,0.555840,0.441733,0.441715,0.411108,0.714700,0.565765,0.529666,0.510046,1.331222,0.827273,0.818289,0.538468
Flemish,2.354276,0.568075,0.608510,0.997321,0.438997,0.826831,0.581657,1.055391,0.552149,0.809078,0.724533,0.364121,0.667488,0.740547,0.762749,0.434128,0.323009,0.296760,1.146720,0.913244,0.770519,0.765154,0.370688,0.757487,0.661419,0.467709,0.717217,0.651790,0.493799,0.534634,1.393088,0.737518,0.735761,0.678596,0.708132,0.700447,0.692882,0.746563,0.345393,0.762982,0.682587,0.551175,0.469478,1.923444,0.771082,0.413153,1.190398,0.695211,0.486940,0.978118,0.505074,0.453176,0.412998,1.352945,0.527510,0.691596,0.863932,1.046402,0.926026,0.852087,0.722660,0.358000,0.319252,0.352866,0.564916,1.018922,1.090732,1.079899,0.499305,0.461127,0.572715,0.630042,0.508008,0.493578,0.514409,0.432835,0.424936,0.354400,0.878717,1.040802,0.978832,1.214258,0.428677,0.448772,1.200699,1.013494,0.570503,0.810638,0.462912,0.654027,0.311715,0.423289,0.817373,0.668949,0.408483,0.445049,2.030959,0.639745,1.698646,1.260566
OldSaxon,1.014119,1.811251,0.896619,0.814220,0.412976,0.796087,1.309662,0.682220,0.846905,0.852951,0.840250,1.154348,1.794751,0.833636,1.328849,1.186181,1.197623,1.199477,1.153057,0.686369,0.644176,0.837820,0.810301,0.515991,0.890342,0.875835,0.642036,2.371208,1.003235,1.008637,1.298749,1.343820,0.964582,0.821582,0.423526,0.393730,1.118334,0.656674,0.792836,0.928535,0.611565,0.596217,0.914701,1.365276,1.347636,0.689372,0.379715,0.457494,0.765150,1.501154,1.109725,1.344303,1.070024,0.651527,1.047331,1.177083,1.189783,0.682161,1.672889,0.748656,0.872671,0.923803,0.979917,0.754194,0.564617,0.528424,1.241101,0.873347,0.600762,0.983170,0.608332,0.832699,0.631106,0.838650,0.857436,1.023199,0.737918,0.896238,1.001762,0.802320,0.757621,0.838556,1.302080,0.747335,0.563432,0.849130,1.073283,1.761744,1.083912,0.466941,0.336886,0.622808,0.804721,1.383558,1.585331,0.530427,1.148104,0.415773,0.618598,1.051111
