"glcode","total_pages","iso","macroarea","family_name","latitude","longitude","GB020"
"dars1235",636,"dau","Eurasia",NA,NA,NA,NA
"dass1243",600,"dot","Africa",NA,NA,NA,NA
"dato1239",3673,"tcc","Africa",NA,NA,NA,NA
"daur1238",2499,"dta","Eurasia","Mongolic-Khitan",48,124,"0"
"dava1245",150,"daw","Papunesia",NA,NA,NA,NA
"dawa1242",1032,"dww","Papunesia",NA,NA,NA,NA
"dawe1237",88,"ddw","Papunesia",NA,NA,NA,NA
"dawr1236",1318,"dwr","Africa","Ta-Ne-Omotic",6.95,37,"1"
"daww1239",1850,"kwa","South America","Naduhup",-0.1177,-67.2934,NA
"dayi1244",1,"dax","Australia",NA,NA,NA,NA
"dayy1236",471,"dai","Africa",NA,NA,NA,NA
"daza1242",6828,"dzg","Africa","Saharan",15.7358,15.8517,"1"
"dbus1238",2364,NA,"Eurasia",NA,NA,NA,NA
"decc1239",78,"dcc",NA,NA,NA,NA,NA
"dedu1240",883,"ded","Papunesia",NA,NA,NA,NA
"defa1248",259,"afn","Africa","Ijoid",4.58451,7.50186,"1"
"defi1235",53,"gbh","Africa",NA,NA,NA,NA
"dega1238",413,"dgu","Eurasia",NA,NA,NA,NA
"dege1246",1855,"deg","Africa","Atlantic-Congo",4.73373,6.80991,"1"
"dege1248",3350,"ing","North America",NA,NA,NA,NA
"degg1238",1150,"mzw","Africa",NA,NA,NA,NA
"dehu1237",1388,"dhv","Papunesia","Austronesian",-20.8892,167.229,"1"
"dehw1238",16,"deh","Eurasia",NA,NA,NA,NA
"dela1251",677,"row","Papunesia",NA,NA,NA,NA
"delo1240",374,"ntr","Africa",NA,NA,NA,NA
"dema1235",1425,"dmx","Africa",NA,NA,NA,NA
"demi1242",53,"dei","Papunesia",NA,NA,NA,NA
"demm1245",113,"dem",NA,NA,NA,NA,NA
"demt1241",22,"dmy","Papunesia",NA,NA,NA,NA
"dend1242",103,"deq","Africa",NA,NA,NA,NA
"dend1243",3764,"ddn","Eurasia",NA,NA,NA,NA
"deng1250",217,"dez","Africa",NA,NA,NA,NA
"deni1241",964,"dny","South America",NA,NA,NA,NA
"deno1239",79,"dbb","Africa",NA,NA,NA,NA
"deny1238",545,"anv","Africa",NA,NA,NA,NA
"deor1238",1021,"der","Eurasia",NA,NA,NA,NA
"dera1245",555,"kbv","Papunesia","Senagi",-3.52309,140.947,"0"
"dera1248",509,"kna","Africa","Afro-Asiatic",10.072,12.0256,"1"
"desa1247",2148,"des","South America","Tucanoan",0.58157,-69.4955,"0"
"desi1235",18,"dso",NA,NA,NA,NA,NA
"dezf1238",390,"def","Eurasia",NA,NA,NA,NA
"dghw1239",281,"dgh","Africa",NA,NA,NA,NA
"dhai1238",652,"dhs","Africa",NA,NA,NA,NA
"dhal1245",8575,"dhl",NA,NA,NA,NA,NA
"dhan1264",1237,"dhn","Eurasia",NA,NA,NA,NA
"dhan1265",602,"dwz","Eurasia",NA,NA,NA,NA
"dhan1270",996,"dhg","Australia",NA,NA,NA,NA
"dhao1237",498,"nfa","Papunesia","Austronesian",-10.8098,122.658,"1"
"dhar1247",119,"dhr","Australia","Pama-Nyungan",-24.0601,114.847,NA
"dhar1248",1358,"xgm","Australia","Pama-Nyungan",-23.307,150.593,"?"
"dhat1238",808,"mki","Eurasia",NA,NA,NA,NA
"dhim1246",3827,"dhi","Eurasia","Sino-Tibetan",26.6283,88.3798,"0"
"dhiv1236",2303,"div","Eurasia",NA,NA,NA,NA
"dhod1238",1985,"dho","Eurasia",NA,NA,NA,NA
"dhof1235",1005,"adf","Eurasia",NA,NA,NA,NA
"dhop1238",264,NA,"Africa",NA,NA,NA,NA
"dhud1236",192,"ddr",NA,NA,NA,NA,NA
"dhun1238",127,"dhd","Eurasia",NA,NA,NA,NA
"dhur1239",1124,"dhu","Australia",NA,NA,NA,NA
"dhuw1249",1429,"duj","Australia",NA,NA,NA,NA
"diba1242",2497,"mbd","Papunesia",NA,NA,NA,NA
"dibi1240",1,"dby","Papunesia",NA,NA,NA,NA
"dibo1245",686,"bvx","Africa","Atlantic-Congo",1.07773,17.2305,"0"
"dibo1247",76,"dio","Africa",NA,NA,NA,NA
"dica1235",3,"duy","Papunesia",NA,NA,NA,NA
"didi1258",706,"did","Africa",NA,NA,NA,NA
"dido1241",5545,"ddo",NA,"Nakh-Daghestanian",42.2646,45.8096,"0"
"dier1241",7471,"dif","Australia","Pama-Nyungan",-28.1667,138,NA
"diga1241",1600,"mhu","Eurasia","Sino-Tibetan",28.4993,96.8803,"0"
"digo1242",69,NA,"Eurasia",NA,NA,NA,NA
"digo1243",3695,"dig","Africa","Atlantic-Congo",-4.62101,39.1752,"0"
"diii1241",1730,"dur","Africa",NA,NA,NA,NA
"dill1242",742,"dil","Africa",NA,NA,NA,NA
"dima1251",1740,"dis","Eurasia","Sino-Tibetan",25.4198,93.1806,"0"
"dima1252",41,"jma","Papunesia",NA,NA,NA,NA
"dimb1238",216,"dii","Africa",NA,NA,NA,NA
"dime1235",1140,NA,"Africa","South Omotic",6.20951,36.3329,"?"
"dimi1244",664,"dmc","Papunesia",NA,NA,NA,NA
"diml1238",1590,"diq","Eurasia",NA,NA,NA,NA
"ding1239",3804,"diz","Africa",NA,NA,NA,NA
"dink1262",57,NA,"Africa",NA,NA,NA,NA
"dira1238",159,"dit","Australia",NA,NA,NA,NA
"dira1242",516,"gdl","Africa",NA,NA,NA,NA
"diri1252",2419,"diu","Africa","Atlantic-Congo",-18.1681,20.6678,"0"
"dita1238",437,"tbz","Africa",NA,NA,NA,NA
"diti1235",402,"dtd","North America",NA,NA,NA,NA
"diuw1238",22,"diy","Papunesia",NA,NA,NA,NA
"diux1235",1416,"xtd","North America",NA,NA,NA,NA
"dizi1235",1879,"mdx","Africa","Dizoid",6.1405,35.5763,NA
"djab1234",17,NA,"Australia",NA,NA,NA,NA
"djam1255",3122,"djd","Australia","Mirndi",-15.0558,130.06,"1"
"djam1256",2127,"djr","Australia","Pama-Nyungan",-12.021,135.59,"0"
"djan1238",50,"djf","Australia",NA,NA,NA,NA
"djau1244",992,"djn","Australia",NA,NA,NA,NA
"djaw1238",51,"djw","Australia",NA,NA,NA,NA
"djee1236",701,"djj","Australia","Maningrida",-12.0133,134.097,"0"
"djeo1235",906,"jbt","South America","Nuclear-Macro-Je",-12.038,-64.6694,"?"
"djim1235",845,"dyi","Africa",NA,NA,NA,NA
"djin1251",2122,"jig","Australia","Mirndi",-17.165,133.659,"0"
"djin1252",727,"djb","Australia",NA,NA,NA,NA
"djin1253",1896,"dji","Australia","Pama-Nyungan",-12.462,134.82,NA
"djiw1240",348,"djl","Australia",NA,NA,NA,NA
"djiw1241",382,"dze","Australia",NA,NA,NA,NA
"dobe1238",582,"kvo","Papunesia","Austronesian",-6.32531,134.638,"0"
"dobu1241",2409,"dob","Papunesia","Austronesian",-9.63239,150.825,"1"
"doee1238",702,NA,"Africa",NA,NA,NA,NA
"doga1238",30,NA,"Papunesia",NA,NA,NA,NA
"dogh1241",18,"dgx","Papunesia",NA,NA,NA,NA
"dogo1294",612,"dgs","Africa",NA,NA,NA,NA
"dogo1295",860,"dos","Africa",NA,NA,NA,NA
"dogo1299",102,NA,NA,NA,NA,NA,NA
"dogr1250",607,"dgo","Eurasia",NA,NA,NA,NA
"dogr1252",2539,"dgr","North America",NA,NA,NA,NA
"dogu1235",229,"dbg","Africa",NA,NA,NA,NA
"doko1243",667,"uya","Africa",NA,NA,NA,NA
"dolg1241",4291,"dlg","Eurasia",NA,NA,NA,NA
"dolp1239",695,"dre","Eurasia",NA,NA,NA,NA
"doma1258",2122,"rmt","Eurasia",NA,NA,NA,NA
"doma1260",510,"dmk","Eurasia","Indo-European",36.3258,74.7984,"0"
"domb1246",29,"dov","Africa",NA,NA,NA,NA
"domi1236",38,"doq","North America",NA,NA,NA,NA
"domm1246",591,"doa","Papunesia","Nuclear Trans New Guinea",-6.03737,144.895,"0"
"domp1238",439,"doy","Africa",NA,NA,NA,NA
"domu1245",2,"dof","Papunesia",NA,NA,NA,NA
"domu1246",42,"dev","Papunesia",NA,NA,NA,NA
"dond1249",242,"dok","Papunesia",NA,NA,NA,NA
"dong1285",2125,"sce","Eurasia","Mongolic-Khitan",35.5808,103.558,"0"
"dong1286",82,"yik",NA,NA,NA,NA,NA
"dong1290",409,"doo","Africa",NA,NA,NA,NA
"dong1293",1498,"doh","Africa",NA,NA,NA,NA
"dong1294",516,"ddd","Africa",NA,NA,NA,NA
"donn1239",1997,"dds","Africa",NA,NA,NA,NA
"doon1238",288,"dde","Africa",NA,NA,NA,NA
"doro1266",767,"kqc","Papunesia","Manubaran",-9.56687,147.986,"0"
"doro1267",39,"drr","Papunesia",NA,NA,NA,NA
"dorz1235",382,"doz","Africa",NA,NA,NA,NA
"doty1234",811,"dty","Eurasia",NA,NA,NA,NA
"dout1240",22,"tds","Papunesia",NA,NA,NA,NA
"doya1240",1040,"dow","Africa",NA,NA,NA,NA
"drav1251",8224,NA,"Eurasia",NA,NA,NA,NA
"dren1238",38,"drt",NA,NA,NA,NA,NA
"drun1238",5355,"duu","Eurasia","Sino-Tibetan",28.00792,98.49449,"0"
"dual1243",5172,"dua","Africa","Atlantic-Congo",4.10208,9.61877,"0"
"duan1242",497,"dup","Eurasia, Papunesia",NA,NA,NA,NA
"dubl1239",333,"dub","Eurasia",NA,NA,NA,NA
"dudu1240",107,"duk","Papunesia",NA,NA,NA,NA
"dugu1248",49,"ndu","Africa",NA,NA,NA,NA
"dugu1249",436,"dbm","Africa",NA,NA,NA,NA
"dugw1239",18,"dme","Africa",NA,NA,NA,NA
"duke1237",473,"nke","Papunesia",NA,NA,NA,NA
"dulb1238",11,"dbo","Africa",NA,NA,NA,NA
"duli1241",3,"duz","Africa",NA,NA,NA,NA
"duma1253",484,"dma","Africa",NA,NA,NA,NA
"dumb1241",600,"duf","Papunesia","Austronesian",-22.0947,166.531,"1"
"dumi1241",2326,"dus","Eurasia","Sino-Tibetan",27.45849,86.75699,"0"
"dump1242",5,"dmv","Papunesia",NA,NA,NA,NA
"dump1243",1,"wtf","Papunesia",NA,NA,NA,NA
"dumu1246",27,NA,"Africa, Papunesia",NA,NA,NA,NA
"duna1248",3912,"duc",NA,NA,-5.41439,142.475,"1"
"dung1252",118,"raa","Eurasia",NA,NA,NA,NA
"dung1253",4499,"dng","Eurasia",NA,NA,NA,NA
"duox1238",30,NA,"Eurasia",NA,NA,NA,NA
"dupa1235",1117,"duo","Papunesia","Austronesian",17.3748,122.188,"1"
"dura1244",611,"drq","Eurasia","Sino-Tibetan",28.173,84.435,"0"
"duri1242",1402,"mvp","Papunesia",NA,NA,NA,NA
"duru1236",1025,"pci","Eurasia","Dravidian",19.0534,82.4881,"0"
"duru1249",1015,"dug","Africa",NA,NA,NA,NA
"dusn1237",238,"dsn","Papunesia","Austronesian",-2.73859,134.391,"1"
"dusu1269",874,"duq","Eurasia, Papunesia",NA,NA,NA,NA
"dusu1271",138,"dun","Papunesia",NA,NA,NA,NA
"dutc1253",5498,"dse",NA,NA,NA,NA,NA
"dutc1256",54277,"nld","Eurasia","Indo-European",52,5,"1"
"duun1242",284,"dux","Africa",NA,NA,NA,NA
"duup1238",59,"dae","Africa",NA,NA,NA,NA
"duvl1242",366,"duv","Papunesia",NA,NA,NA,NA
"duwa1244",10,"dbp","Africa",NA,NA,NA,NA
"duwe1237",17,"gve","Papunesia",NA,NA,NA,NA
"dwan1238",162,"nnu","Africa",NA,NA,NA,NA
"dyaa1242",443,"dyy","Australia",NA,NA,NA,NA
"dyab1238",2,"dyb","Australia",NA,NA,NA,NA
"dyan1250",1409,"dyn","Australia","Pama-Nyungan",-30.8469,152.602,"?"
"dyan1251",636,"dya","Africa",NA,NA,NA,NA
"dyar1234",19,"dyr","Africa",NA,NA,NA,NA
"dyir1250",7168,"dbl","Australia","Pama-Nyungan",-17.4516,145.544,NA
"dyug1238",14,"dyd","Australia",NA,NA,NA,NA
"dyul1238",6894,"dyu","Africa","Mande",10.4536,-4.72007,"1"
"dzaa1238",280,"jen","Africa",NA,NA,NA,NA
"dzal1238",1127,"dzl","Eurasia",NA,NA,NA,NA
"dzao1238",2732,"bpn","Eurasia","Hmong-Mien",24.9754,112.326,"0"
"dzod1238",91,"add","Africa",NA,NA,NA,NA
"dzon1239",8075,"dzo","Eurasia","Sino-Tibetan",27.410786,89.581604,"0"
"dzuu1241",1172,"dnn","Africa",NA,NA,NA,NA
"east1236",4546,"ktv","Eurasia","Austroasiatic",15.8553,107.644,"?"
"east1472",1664,"kee","North America",NA,NA,NA,NA
"east2288",154,NA,NA,NA,NA,NA,NA
"east2295",16117,"ydd","Eurasia",NA,NA,NA,NA
"east2304",1182,"bgp","Eurasia",NA,NA,NA,NA
"east2328",5108,"mhr","Eurasia",NA,NA,NA,NA
"east2330",1060,"lwl","Eurasia","Austroasiatic",19.0136,98.7613,"0"
"east2332",3280,"bru","Eurasia","Austroasiatic",17.1311,105.671,"0"
"east2333",4937,"mng","Eurasia","Austroasiatic",12.3939,108.354,"0"
"east2337",343,"yuy","Eurasia",NA,NA,NA,NA
"east2342",1032,"eky","Eurasia","Sino-Tibetan",19.8939,98.3359,"0"
"east2346",120,"tge","Eurasia",NA,NA,NA,NA
"east2347",1922,"taj","Eurasia",NA,NA,NA,NA
"east2349",1937,"nos","Eurasia",NA,NA,NA,NA
"east2351",24,"emq","Eurasia",NA,NA,NA,NA
"east2352",2134,"mgp","Eurasia",NA,NA,NA,NA
"east2354",8,"kif","Eurasia",NA,NA,NA,NA
"east2357",10,"emg","Eurasia",NA,NA,NA,NA
"east2371",957,"muq","Eurasia",NA,NA,NA,NA
"east2379",2970,"aer","Australia","Pama-Nyungan",-23.3583,135.046,"0"
"east2387",1833,"lma","Africa",NA,NA,NA,NA
"east2398",1025,"xrb","Africa",NA,NA,NA,NA
"east2403",37,"acp","Africa",NA,NA,NA,NA
"east2409",756,"nle","Africa",NA,NA,NA,NA
"east2414",361,"kqo","Africa",NA,NA,NA,NA
"east2420",42,NA,"Africa",NA,NA,NA,NA
"east2426",4587,"emk","Africa",NA,NA,NA,NA
"east2440",1134,"mky","Papunesia","Austronesian",0.07337,127.423,"0"
"east2443",1061,"omb","Papunesia","Austronesian",-15.3523,167.89,"0"
"east2447",1928,"fud","Papunesia","Austronesian",-14.278717,-178.137222,"1"
"east2449",68,NA,NA,"Austronesian",NA,NA,NA
"east2472",8,"dmr","Papunesia",NA,NA,NA,NA
"east2482",490,"bnj","Papunesia",NA,NA,NA,NA
"east2485",1248,"pez","Papunesia","Austronesian",4.5915,114.584,"0"
"east2486",486,"zbe","Papunesia",NA,NA,NA,NA
"east2516",2839,"kjs","Papunesia","Nuclear Trans New Guinea",-6.32989,143.931,"1"
"east2533",216,NA,"North America",NA,NA,NA,NA
"east2534",8309,"ike","North America",NA,NA,NA,NA
"east2538",2674,"nhe","North America",NA,NA,NA,NA
"east2542",2439,NA,"North America",NA,NA,NA,NA
"east2544",545,"aaq","North America",NA,NA,NA,NA
"east2545",628,"peb","North America","Pomoan",38.5647,-122.586,"1"
"east2551",291,"qve","South America",NA,NA,NA,NA
"east2555",5927,"gui","South America","Tupian",-20.42,-63.37,"0"
"east2556",1222,"otm","North America","Otomanguean",20.5991,-98.0978,"1"
"east2563",11289,"cjm","Eurasia","Austronesian",11.2853,108.49,"0"
"east2652",4580,"hae","Africa",NA,NA,NA,NA
"east2690",4318,"avl","Eurasia","Afro-Asiatic",29.6742,33.6113,"1"
"east2694",72,"sfe","Papunesia","Austronesian",8.2475,123.5234,"1"
"east2695",881,"azd","North America",NA,NA,NA,NA
"east2696",785,"yit","Eurasia",NA,NA,NA,NA
"east2773",94,NA,"Eurasia","Sino-Tibetan",27.576985,86.033964,"0"
"east2779",312,"cek","Eurasia",NA,NA,NA,NA
"east2834",1010,"yol","Eurasia",NA,NA,NA,NA
"ebir1243",2144,"igb","Africa",NA,NA,NA,NA
"ebla1238",1592,"xeb",NA,NA,NA,NA,NA
"ebri1238",284,"ebr","Africa",NA,NA,NA,NA
"ecua1243",951,"ecs","South America",NA,NA,NA,NA
"edec1238",44,"cbj","Africa",NA,NA,NA,NA
"edei1244",283,"idd","Africa",NA,NA,NA,NA
"edei1245",222,"ijj","Africa",NA,NA,NA,NA
"edei1246",114,"ica",NA,NA,NA,NA,NA
"eden1244",273,"nqg","Africa",NA,NA,NA,NA
"eder1237",65,"awy","Papunesia",NA,NA,NA,NA
"edol1239",1234,"etr","Papunesia",NA,NA,NA,NA
"edop1238",164,"dbf","Papunesia",NA,NA,NA,NA
"eeee1240",763,"eee","Eurasia",NA,NA,NA,NA
"efee1239",2601,"efe","Africa",NA,NA,NA,NA
"efik1245",5370,"efi","Africa",NA,NA,NA,NA
"efut1241",9,NA,"Africa",NA,NA,NA,NA
"egaa1242",379,"ega","Africa","Atlantic-Congo",5.56081,-5.41732,"1"
"eggo1239",468,"ego","Africa",NA,NA,NA,NA
"egyp1238",199,"esl","Africa",NA,NA,NA,NA
"egyp1246",9594,"egy","Africa",NA,NA,NA,NA
"egyp1253",24209,"arz","Africa","Afro-Asiatic",31,31,"1"
"eipo1242",1727,"eip","Papunesia","Nuclear Trans New Guinea",-4.33691,140.045,"0"
"ejag1239",5614,NA,"Africa",NA,NA,NA,NA
"ejam1238",490,"eja","Africa",NA,NA,NA,NA
"ekaj1238",365,"eka","Africa",NA,NA,NA,NA
"ekar1243",3207,NA,"Papunesia","Nuclear Trans New Guinea",-3.88974,136.018,"0"
"ekii1241",198,"eki","Africa",NA,NA,NA,NA
"ekit1244",91,NA,"Africa",NA,NA,NA,NA
"ekit1246",24,"eke","Africa",NA,NA,NA,NA
"ekon1238",98,NA,"Africa",NA,NA,NA,NA
"ekpe1253",870,"ekp","Africa",NA,NA,NA,NA
"elam1244",2214,"elx","Eurasia",NA,NA,NA,NA
"elem1253",775,"elm","Africa","Atlantic-Congo",4.72964,7.267,"1"
"elep1240",34,"ele","Papunesia",NA,NA,NA,NA
"elhu1238",14,"elh","Africa",NA,NA,NA,NA
"elip1238",280,"ekm","Africa","Atlantic-Congo",4.45694,11.193,"0"
"elke1240",21,"elk","Papunesia",NA,NA,NA,NA
"elmo1238",1776,"elo","Africa","Afro-Asiatic",2.79312,36.7619,"0"
"elna1235",4640,"crn","North America","Uto-Aztecan",22.4099,-104.467,"1"
"elot1235",54,"zte","North America",NA,NA,NA,NA
"eloy1241",162,"afo","Africa",NA,NA,NA,NA
"else1239",30,"mrf","Papunesia",NA,NA,NA,NA
"elym1237",55,"xly","Eurasia",NA,NA,NA,NA
"emab1235",22,"yzg","Eurasia",NA,NA,NA,NA
"emae1237",55,"mmw","Papunesia","Austronesian",-17.052,168.399,"1"
"emai1241",2677,"ema","Africa",NA,NA,NA,NA
"eman1238",16,"emn","Africa",NA,NA,NA,NA
"emba1238",798,"emb","Papunesia",NA,NA,NA,NA
"embe1259",127,"bdc","South America",NA,NA,NA,NA
"embe1260",1703,"cto","South America","Chocoan",7.52721,-76.7476,"0"
"embe1261",16,"tdc","South America",NA,NA,NA,NA
"embe1262",893,"cmi","South America","Chocoan",4.8791,-76.0749,"1"
"embu1241",4139,"ebu","Africa",NA,NA,NA,NA
"emer1243",2023,"eme","South America",NA,NA,NA,NA
"emil1241",6072,"egl",NA,NA,NA,NA,NA
"emum1240",32,"enr","Papunesia",NA,NA,NA,NA
"enap1235",3071,NA,"South America","Cariban",6.95035,-65.8483,"0"
"enaw1238",644,"unk","South America",NA,NA,NA,NA
"ende1246",32,"end","Papunesia",NA,NA,NA,NA
"enga1252",2293,"enq","Papunesia",NA,NA,NA,NA
"enge1239",687,"enn","Africa",NA,NA,NA,NA
"engg1245",2978,"eno","Papunesia",NA,NA,NA,NA
"ennn1243",3487,"enc","Eurasia",NA,NA,NA,NA
"enre1239",14,"ptt","Papunesia",NA,NA,NA,NA
"enuu1235",546,"enu","Eurasia","Sino-Tibetan",22.95,101.85,"0"
"enya1247",1208,"gey","Africa",NA,NA,NA,NA
"epen1239",2107,"sja","South America","Chocoan",4.25877,-77.3566,"1"
"epie1238",274,"epi","Africa",NA,NA,NA,NA
"epig1241",2209,"emy","North America",NA,NA,NA,NA
"erav1242",407,"era","Eurasia",NA,NA,NA,NA
"erav1244",249,"kjy","Papunesia",NA,NA,NA,NA
"erit1239",31,"ert","Papunesia",NA,NA,NA,NA
"erok1237",41,"erw","Papunesia",NA,NA,NA,NA
"erro1240",133,"emx","Eurasia",NA,NA,NA,NA
"ersu1241",2609,"ers","Eurasia","Sino-Tibetan",29.2867,102.213,"0"
"eruw1238",27,"erh","Africa",NA,NA,NA,NA
"erzy1239",6988,"myv","Eurasia","Uralic",52.8548,45.3901,"0"
"esan1238",1560,"ish","Africa","Atlantic-Congo",6.25685,6.33917,"1"
"esee1247",3313,"mcq","Papunesia","Koiarian",-9.09451,148.376,"?"
"esee1248",6526,"ese",NA,"Pano-Tacanan",-11.7268,-67.515,"0"
"esim1238",367,"ags","Africa","Atlantic-Congo",6.50094,9.86936,"1"
"eski1266",22,NA,"North America",NA,NA,NA,NA
"espe1235",2588,"epo",NA,NA,NA,NA,NA
"esse1238",647,"esq","North America",NA,36.5473,-121.867,"0"
"esta1236",1352,"ots","North America",NA,NA,NA,NA
"esto1238",446,"eso","Eurasia",NA,NA,NA,NA
"esto1258",14470,"ekk","Eurasia","Uralic",58.55,25.82,"0"
"eten1239",135,"etx","Africa",NA,NA,NA,NA
"eteo1236",341,"ecr","Eurasia",NA,NA,NA,NA
"eteo1240",388,"ecy","Eurasia",NA,NA,NA,NA
"ethi1238",461,"eth","Africa",NA,NA,NA,NA
"etky1238",633,"ich","Africa",NA,NA,NA,NA
"eton1253",3868,"eto","Africa","Atlantic-Congo",4.21045,11.3935,NA
"etru1241",6553,"ett","Eurasia",NA,41.9,12.4833,"1"
"etul1245",281,"utr","Africa",NA,NA,NA,NA
"eude1234",489,"eud","North America","Uto-Aztecan",28.5,-110,"0"
"even1259",11385,"evn","Eurasia","Tungusic",61.972,94.689,"0"
"even1260",7359,"eve","Eurasia","Tungusic",70.6687,130.914,"0"
"eviy1235",880,"gev","Africa",NA,NA,NA,NA
"ewag1241",810,"nou","Papunesia",NA,NA,NA,NA
"ewee1241",31413,"ewe","Africa","Atlantic-Congo",6.46061,0.814975,"1"
"ewon1239",7672,"ewo","Africa",NA,NA,NA,NA
"extr1243",2012,"ext","Eurasia",NA,NA,NA,NA
"eyak1241",7692,"eya","North America","Athabaskan-Eyak-Tlingit",60.4232,-144.762,"0"
"fada1250",1356,"fab","Africa",NA,NA,NA,NA
"faga1239",7,"faf","Papunesia",NA,NA,NA,NA
"faif1234",1131,"fif","Eurasia",NA,NA,NA,NA
"fait1240",286,"faj","Papunesia","Nuclear Trans New Guinea",-5.59947,145.298,"?"
"faiw1243",2864,"fai","Papunesia",NA,NA,NA,NA
"fala1241",1676,"fax","Eurasia",NA,NA,NA,NA
"fala1243",3141,"cfm","Eurasia","Sino-Tibetan",23.7892833333,92.3254633333,"0"
"fali1285",41,"fli",NA,NA,NA,NA,NA
"fali1291",4422,"xfa","Eurasia",NA,NA,NA,NA
"famm1241",69,"fam","Africa",NA,NA,NA,NA
"fana1235",2198,"fng","Africa",NA,NA,NA,NA
"fang1246",11152,"fan","Africa",NA,NA,NA,NA
"fang1248",235,"fak","Africa",NA,NA,NA,NA
"fani1244",266,"fni","Africa",NA,NA,NA,NA
"fant1241",108,NA,"Africa",NA,NA,NA,NA
"fare1241",4267,"gur","Africa","Atlantic-Congo",11.0918,-0.81109,"1"
"farn1234",874,"nsf","Eurasia",NA,NA,NA,NA
"faro1244",5442,"fao","Eurasia","Indo-European",62.0732,-6.88497,"1"
"farw1235",77,"fmu","Eurasia",NA,NA,NA,NA
"fass1245",2457,"fqs","Papunesia","Baibai-Fas",-3.10868,141.64,"0"
"fasu1242",6253,"faa","Papunesia",NA,-6.62687,143.284,"0"
"fata1245",13,"far","Papunesia",NA,NA,NA,NA
"fata1247",1980,"ddg","Papunesia",NA,NA,NA,NA
"fayu1238",589,"fau","Papunesia",NA,NA,NA,NA
"fefe1239",2017,"fmp","Africa","Atlantic-Congo",5.18158,10.1442,"1"
"fern1234",2124,"fpe","Africa",NA,NA,NA,NA
"fiji1242",1029,"hif","Papunesia",NA,NA,NA,NA
"fiji1243",8267,"fij","Papunesia","Austronesian",-18,178.33,"1"
"fili1244",608,"fil","Papunesia","Austronesian",12.265,123.464,"1"
"filo1235",386,"tlp","North America","Totonacan",20.1415,-97.5931,"?"
"fina1242",2453,"bkb",NA,"Austronesian",17.0319,121.11,"1"
"finl1235",82,"fss","Eurasia",NA,NA,NA,NA
"finn1310",1909,"fse","Eurasia","Sign Language",60.661,25.0677,NA
"finn1318",23347,"fin","Eurasia","Uralic",64.7628,25.5577,"0"
"fino1238",6,"fag","Papunesia",NA,NA,NA,NA
"fipa1238",436,"fip","Africa","Atlantic-Congo",-7.88963,31.3442,"1"
"fira1238",91,"fir","Africa",NA,NA,NA,NA
"flin1247",86,"fln","Australia",NA,NA,NA,NA
"foau1240",697,"flh","Papunesia",NA,NA,NA,NA
"foii1241",1851,"foi","Papunesia","East Kutubu",-6.47258,143.495,"1"
"folo1238",1261,"ppo","Papunesia",NA,NA,NA,NA
"foma1238",62,"fom","Africa",NA,NA,NA,NA
"fonn1241",11779,"fon","Africa","Atlantic-Congo",7.15484,1.66495,"1"
"food1238",550,"fod","Africa",NA,NA,NA,NA
"ford1242",1187,"frd","Papunesia",NA,NA,NA,NA
"fore1265",3657,"enf","Eurasia","Uralic",69.9829,88.2121,"0"
"fore1270",8722,"for","Papunesia","Nuclear Trans New Guinea",-6.64473,145.5065,"0"
"fort1240",52,"frt","Papunesia",NA,NA,NA,NA
"fran1260",4870,"frp","Eurasia",NA,NA,NA,NA
"fran1266",2006,"zos","North America","Mixe-Zoque",17.3654,-93.3633,"0"
"fren1243",2967,"fsl","Eurasia",NA,NA,NA,NA
"friu1240",3072,"fur","Eurasia",NA,NA,NA,NA
"fuli1240",1767,"flr","Africa",NA,NA,NA,NA
"fuln1247",2980,"fun","South America",NA,-9.02591,-37.1402,"0"
"fumm1238",139,"fum","Africa",NA,NA,NA,NA
"fung1245",364,"ula","Africa",NA,NA,NA,NA
"furr1244",4617,"fvr","Africa","Furan",12.0455,23.6401,"0"
"furu1242",399,"fuu","Africa","Central Sudanic",4.485,20.6448,"1"
"futu1245",1958,"fut","Papunesia","Austronesian",-19.5303,170.215,"1"
"fuyu1242",603,"fuy","Papunesia","Goilalan",-8.6371,147.312,"0"
"fwai1237",20,"fwa","Papunesia",NA,NA,NA,NA
"fwee1238",1317,"fwe","Africa",NA,NA,NA,NA
"fyam1238",394,"pym","Africa",NA,NA,NA,NA
"fyer1241",136,"fie",NA,NA,NA,NA,NA
"gaaa1244",5065,"gaa","Africa","Atlantic-Congo",5.65488,-0.18598,"1"
"gaaa1245",346,"ttb","Africa","Atlantic-Congo",8.4809,11.9603,"?"
"gaal1238",18,NA,"Australia",NA,NA,NA,NA
"gaam1241",2217,"tbi","Africa","Eastern Jebel",11.4674,33.9797,"1"
"gaan1243",308,"gqa","Africa","Afro-Asiatic",10.2955,12.6479,"1"
"gabo1234",326,"gie","Africa",NA,NA,NA,NA
"gabr1253",73,"gab",NA,NA,NA,NA,NA
"gada1258",1572,"gdg","Papunesia","Austronesian",17.2238,121.455,"1"
"gada1262",24,"gdk","Africa",NA,NA,NA,NA
"gadd1242",1146,"gbk","Eurasia",NA,NA,NA,NA
"gadd1244",729,"gad","Papunesia",NA,NA,NA,NA
"gade1236",678,"gda","Eurasia",NA,NA,NA,NA
"gade1242",905,"ged","Africa","Atlantic-Congo",8.71139,7.49869,"1"
