"glcode","total_pages","iso","macroarea","family_name","latitude","longitude","GB020"
"muts1243",1469,"css","North America",NA,NA,NA,NA
"mutu1242",315,"tuc","Papunesia",NA,NA,NA,NA
"muya1239",16,NA,NA,NA,NA,NA,NA
"muya1243",2222,"muy","Africa",NA,NA,NA,NA
"muyu1244",5767,"myw","Papunesia","Austronesian",-9.195,152.731,"?"
"mvub1239",219,"mxh","Africa",NA,NA,NA,NA
"mwag1236",1846,"sur","Africa","Afro-Asiatic",9.47205,8.96522,"1"
"mwal1237",1287,"wlc","Africa",NA,NA,NA,NA
"mwan1247",668,"wmw","Africa","Atlantic-Congo",-12.5821,40.4601,"0"
"mwan1250",1557,"moa","Africa","Mande",7.87533,-5.94577,"1"
"mwer1247",4046,"mjh","Africa",NA,NA,NA,NA
"mwer1248",922,"mwe","Africa","Atlantic-Congo",-9.75639,38.8762,"0"
"mwim1241",328,"mws","Africa",NA,NA,NA,NA
"myce1241",3728,"gmy","Eurasia",NA,NA,NA,NA
"myen1241",6530,"mye",NA,NA,NA,NA,NA
"naaa1245",900,"nbt","Eurasia",NA,NA,NA,NA
"naab1241",72,"nao","Eurasia",NA,NA,NA,NA
"naas1242",11727,"nas","Papua","South Bougainville",-6.46022,155.632,"0"
"naba1253",340,"mne","Africa",NA,NA,NA,NA
"naba1256",2093,"naf","Papunesia","Nuclear Trans New Guinea",-6.42709,146.966,"0"
"nach1240",144,"ncd","Eurasia",NA,NA,NA,NA
"nade1244",1167,"mbj","South America","Naduhup",-1.24449,-66.3068,NA
"nafa1258",988,"nfr","Africa",NA,NA,NA,NA
"nafr1241",256,"nxx","Papunesia",NA,NA,NA,NA
"nafu1238",1309,"jbn","Africa",NA,NA,NA,NA
"naga1394",2350,"nag","Eurasia",NA,NA,NA,NA
"naga1399",5,"nbg","Eurasia",NA,NA,NA,NA
"nage1237",1198,"nxe","Papunesia",NA,NA,NA,NA
"naha1261",573,"nlx","Eurasia",NA,NA,NA,NA
"naii1241",270,"bio","Papunesia",NA,NA,NA,NA
"najd1235",2393,"ars","Eurasia",NA,NA,NA,NA
"naka1260",1256,"nck","Australia",NA,NA,NA,NA
"naka1262",6687,"nak","Papunesia","Austronesian",-5.59931,150.888,"0"
"naka1263",30,"nae","Papunesia",NA,NA,NA,NA
"naka1265",123,"nkj","Papunesia",NA,NA,NA,NA
"naki1238",385,NA,"Africa",NA,NA,NA,NA
"nalc1240",128,"nlc","Papunesia","Nuclear Trans New Guinea",-4.26068,139.883,"1"
"nali1244",764,"nal","Papunesia","Austronesian",-2.94411,151.332,"1"
"nali1245",109,"nss","Papunesia",NA,NA,NA,NA
"nalo1235",696,"nlz","Papunesia","Austronesian",-10.8,165.8,"?"
"nalu1239",42,"ylo","Eurasia",NA,NA,NA,NA
"nalu1240",3306,"naj",NA,NA,NA,NA,NA
"nama1264",34262,"naq","Africa","Khoe-Kwadi",-25.0747,17.9767,"0"
"nama1265",49,NA,"Africa",NA,NA,NA,NA
"nama1266",510,"nmx","Papunesia","Yam",-8.66403,141.706,"0"
"nama1268",531,"nmk","Papunesia","Austronesian",-16.8979,168.569,"1"
"namb1291",925,"nmq","Africa",NA,NA,NA,NA
"namb1293",506,"ncm","Papunesia","Yam",-8.74501,141.931,"0"
"namb1296",636,NA,"North America",NA,NA,NA,NA
"name1237",16,"neo","Eurasia",NA,NA,NA,NA
"nami1249",344,"nbs","Africa",NA,NA,NA,NA
"nami1256",724,"nnm","Papunesia","Sepik",-3.85538,141.788,"0"
"nami1258",1223,"nvm","Papunesia",NA,NA,NA,NA
"naml1240",44,"naa","Papunesia",NA,NA,NA,NA
"namo1246",69,"mxw","Papunesia",NA,NA,NA,NA
"namo1247",194,"nmt","Papunesia",NA,NA,NA,NA
"namu1246",2951,"nmy","Eurasia","Sino-Tibetan",28.5909,101.898,"0"
"nana1257",6656,"gld","Eurasia","Tungusic",48.4343,134.797,"0"
"nanc1253",39,"nnc","Africa",NA,NA,NA,NA
"nand1264",6636,"nnb","Africa",NA,NA,NA,NA
"nand1266",2210,"niq","Africa","Nilotic",0.793737,35.408478,"0"
"nane1238",955,"sen","Africa",NA,NA,NA,NA
"nang1259",2964,"nam","Australia",NA,NA,NA,NA
"nang1261",453,"nzz","Africa",NA,NA,NA,NA
"nang1262",897,"ngr","Papunesia","Austronesian",-10.7441,165.887,"0"
"nank1250",397,"nnk","Papunesia",NA,NA,NA,NA
"nant1249",562,"nnt","North America",NA,NA,NA,NA
"nant1250",1230,"cox","South America","Arawakan",-12.1018,-72.3507,"1"
"nanu1240",23,"afk","Papunesia",NA,NA,NA,NA
"napo1242",2375,"qvo","South America",NA,NA,NA,NA
"napu1241",937,"npy","Papunesia",NA,NA,NA,NA
"nara1262",2306,NA,"Africa",NA,15.3251,37.499,"0"
"nara1264",3371,"nac","Papunesia",NA,NA,NA,NA
"nari1240",1502,NA,"Africa",NA,NA,NA,NA
"naro1249",5265,"nhr","Africa",NA,NA,NA,NA
"naro1251",24,"nrm","Papunesia","Austronesian",4.42115,114.011,"0"
"narp1239",85,"npa","Eurasia",NA,NA,NA,NA
"narr1259",4699,"nay","Australia, Papunesia","Pama-Nyungan",-36.2301,140.158,"0"
"naru1238",1218,"nnr","Australia","Pama-Nyungan",-34.69,137.535,"?"
"nasa1239",68,"nsy","Papunesia",NA,NA,NA,NA
"nasa1240",16,"nvh","Papunesia",NA,NA,NA,NA
"nask1242",884,"nsk","North America",NA,NA,NA,NA
"nata1252",1215,"ntz","Eurasia",NA,NA,NA,NA
"nata1254",297,"ais","Papunesia",NA,NA,NA,NA
"natc1249",641,NA,"North America",NA,31.75,-91.33,"1"
"nate1242",958,"ntm","Africa",NA,NA,NA,NA
"nath1238",161,"nte","Africa",NA,NA,NA,NA
"nati1243",114,"nti","Africa","Atlantic-Congo",10.7176,-5.19517,"?"
"natu1246",528,"ntu","Papunesia","Austronesian",-10.6771,165.835,"1"
"naue1237",269,"nxa","Papunesia","Austronesian",-8.70733,126.741,"1"
"nauk1242",1696,"ynk","Eurasia",NA,NA,NA,NA
"naun1237",76,"ncn","Papunesia",NA,NA,NA,NA
"nauo1235",45,"nwo","Australia",NA,NA,NA,NA
"naur1243",2221,"nau","Papunesia","Austronesian",-0.52957,166.922,"0"
"nava1243",16886,"nav","North America","Athabaskan-Eyak-Tlingit",36.33,-109.38,"1"
"nawa1258",40,"nwr","Papunesia",NA,NA,NA,NA
"nawa1259",71,"nwa","North America",NA,NA,NA,NA
"nawd1238",3647,"nmz","Africa",NA,NA,NA,NA
"nawu1242",1938,"naw","Africa","Atlantic-Congo",8.45116,0.04947,"0"
"naxi1245",3227,"nxq","Eurasia","Sino-Tibetan",27.5,100,"1"
"naxi1246",2239,"nbf",NA,NA,NA,NA,NA
"nayi1242",338,"nyq","Eurasia",NA,NA,NA,NA
"nayi1243",601,"noz","Africa",NA,NA,NA,NA
"ncan1245",1079,"ncr","Africa","Atlantic-Congo",6.50696,10.5312,"0"
"ndai1238",56,"gke","Africa",NA,NA,NA,NA
"ndal1241",8665,"ndh",NA,NA,NA,NA,NA
"ndam1239",1013,"ndj","Africa","Atlantic-Congo",-8.40485,36.0271,"0"
"ndam1251",321,"ndm",NA,"Afro-Asiatic",9.79369,17.326,"?"
"ndam1254",689,"nxo","Africa",NA,NA,NA,NA
"ndan1241",2246,"nnz","Africa",NA,NA,NA,NA
"ndas1238",1977,"nda","Africa",NA,NA,NA,NA
"ndau1241",2648,"ndc","Africa",NA,NA,NA,NA
"ndem1249",327,"nml","Africa",NA,NA,NA,NA
"nden1248",384,"ndg","Africa","Atlantic-Congo",-7.54628,38.958,"0"
"nden1249",151,"dne","Africa",NA,NA,NA,NA
"nden1250",55171,"ndd",NA,NA,NA,NA,NA
"ndin1245",205,"eli","Africa",NA,NA,NA,NA
"ndob1238",300,"ndw","Africa","Atlantic-Congo",1.32539,18.6151,"0"
"ndoe1238",24,"nbb","Africa",NA,NA,NA,NA
"ndog1248",1502,"ndz","Africa","Atlantic-Congo",7.73028,27.5588,"0"
"ndol1238",392,"ndl","Africa",NA,NA,NA,NA
"ndon1254",5109,"ndo","Africa",NA,NA,NA,NA
"ndoo1241",21,"ndr","Africa",NA,NA,NA,NA
"ndoo1242",12,"ndp","Africa",NA,NA,NA,NA
"ndru1234",17,"dno","Africa",NA,NA,NA,NA
"ndug1245",1052,"ndx","Papunesia",NA,NA,NA,NA
"ndum1239",132,"nmd","Africa",NA,NA,NA,NA
"ndun1249",1228,"ndt","Africa","Atlantic-Congo",2.3886,21.5755,"0"
"ndun1251",40,"nuh","Africa",NA,NA,NA,NA
"ndut1239",1020,"ndv","Africa",NA,NA,NA,NA
"ndwe1234",708,"nww","Africa",NA,NA,NA,NA
"ndyu1241",581,"njt","South America",NA,NA,NA,NA
"ndyu1242",9619,"djk",NA,NA,NA,NA,NA
"ndzw1235",2110,"wni",NA,NA,NA,NA,NA
"neap1235",14564,"nap","Eurasia",NA,NA,NA,NA
"nede1245",171,"nec","Papunesia",NA,NA,NA,NA
"nefa1235",226,"nef","Eurasia",NA,NA,NA,NA
"nege1240",895,"zmi","Papua","Austronesian",2.66503,102.291,"0"
"nege1244",3066,"dcr","North America",NA,NA,NA,NA
"negi1245",5708,"neg","Eurasia","Tungusic",52.9658,139.206,"0"
"neha1247",825,"nsn","Papunesia","Austronesian",-4.56875,154.2,"1"
"nekg1240",3,"nkg","Papunesia",NA,NA,NA,NA
"nekk1240",565,"nif","Papunesia",NA,NA,NA,NA
"neku1237",292,"nek",NA,NA,NA,NA,NA
"neme1244",1,"nex","Papunesia",NA,NA,NA,NA
"nemi1240",624,"nem","Papunesia",NA,NA,NA,NA
"nend1239",84,"anh","Papunesia","Nuclear Trans New Guinea",-5.04271,144.886,"0"
"nene1249",12309,"yrk","Eurasia","Uralic",66.1775,71.0234,"0"
"neng1238",2088,"nen","Papunesia","Austronesian",-21.5305,167.964,"1"
"nenn1238",5937,"nqn","Papunesia","Yam",-8.62183,142.032,"0"
"nepa1250",297,"nsp","Eurasia",NA,NA,NA,NA
"nepa1253",464,"kxl","Eurasia",NA,NA,NA,NA
"nepa1254",13167,"npi","Eurasia","Indo-European",28,85,"0"
"nese1235",15,NA,"Papunesia","Austronesian",-15.952608,167.222769,"1"
"neta1235",47,"xph","Australia",NA,NA,NA,NA
"nete1240",17,"net","Papunesia",NA,NA,NA,NA
"nets1241",573,NA,"North America",NA,NA,NA,NA
"newa1246",10038,"new","Eurasia","Sino-Tibetan",27.67,85.326,"0"
"newc1244",553,"jas","Papunesia",NA,NA,NA,NA
"newz1236",793,"nzs","Papunesia",NA,NA,NA,NA
"neyo1238",588,"ney","Africa",NA,NA,NA,NA
"nezp1238",5447,"nez","North America","Sahaptian",46.3073,-116.408,"0"
"ngaa1240",6374,"ntj","Australia","Pama-Nyungan",-25.7514,127.602,"0"
"ngab1239",2998,"gym","North America","Chibchan",8.8251,-82.3911,"0"
"ngad1257",23,"jui","Australia",NA,NA,NA,NA
"ngad1258",292,"nju","Australia",NA,NA,NA,NA
"ngad1261",1603,"nxg","Papunesia",NA,NA,NA,NA
"ngai1241",332,"nnf","Papunesia",NA,NA,NA,NA
"ngaj1237",3637,"nij","Papunesia",NA,NA,NA,NA
"ngal1291",295,"hlt","Eurasia",NA,NA,NA,NA
"ngal1292",3457,"ngk","Australia","Gunwinyguan",-13.9783,133.936,"0"
"ngal1293",1187,"nig","Australia",NA,NA,NA,NA
"ngal1298",980,"szb","Papunesia",NA,NA,NA,NA
"ngal1300",557,"nud","Papunesia",NA,NA,NA,NA
"ngam1265",53,"nmv","Australia",NA,NA,NA,NA
"ngam1267",78,"nbv","Africa",NA,NA,NA,NA
"ngam1268",3023,"sba","Africa","Central Sudanic",8.57051,15.414,"0"
"ngam1269",1131,"nmc","Africa",NA,NA,NA,NA
"ngam1282",549,"nbh","Africa",NA,NA,NA,NA
"ngan1291",3661,"nio","Eurasia","Uralic",73.1354,86.2106,"0"
"ngan1295",1531,"nid","Australia","Gunwinyguan",-12.8448,134.649,"0"
"ngan1296",144,"nyx","Australia",NA,NA,NA,NA
"ngan1299",2533,"gng","Africa",NA,NA,NA,NA
"ngan1300",60,"nne","Africa",NA,NA,NA,NA
"ngan1302",1837,"nxd","Africa",NA,NA,NA,NA
"ngan1304",156,"ngd","Africa",NA,NA,NA,NA
"ngar1235",1918,"nbj","Australia",NA,NA,NA,NA
"ngar1283",260,"nji","Australia","Mirndi",-17.42,134.73,"0"
"ngar1284",2335,"ung","Australia","Worrorran",-16.4006,126.433,"0"
"ngar1286",202,"nlr","Australia",NA,NA,NA,NA
"ngar1287",1960,"nrl","Australia",NA,NA,NA,NA
"ngar1288",1621,"rxd","Australia",NA,NA,NA,NA
"ngar1296",507,"nrk","Australia",NA,NA,NA,NA
"ngas1238",483,"nsg","Africa",NA,NA,NA,NA
"ngas1240",1705,"anc","Africa","Afro-Asiatic",9.32042,9.46146,"1"
"ngat1248",362,"ngm","Papunesia",NA,NA,NA,NA
"ngaw1240",62,NA,"Australia",NA,NA,NA,NA
"ngaz1238",1742,"zdj","Africa",NA,NA,NA,NA
"ngba1284",1588,"nbm","Africa","Atlantic-Congo",4,18.12,"1"
"ngba1285",4272,"nga","Africa","Atlantic-Congo",2.98887,18.994,"1"
"ngba1287",1759,"ngg","Africa",NA,NA,NA,NA
"ngbe1238",607,"jgb","Africa",NA,NA,NA,NA
"ngbi1238",840,"nbd","Africa",NA,NA,NA,NA
"ngbu1241",66,"nuu","Africa",NA,NA,NA,NA
"ngel1238",262,"agh","Africa",NA,NA,NA,NA
"ngem1255",2618,"nge","Africa",NA,NA,NA,NA
"ngen1256",24,"gnj","Africa",NA,NA,NA,NA
"ngeq1245",853,"ngt","Eurasia","Austroasiatic",15.6211,106.877,"0"
"nget1241",18,"nnn","Africa",NA,NA,NA,NA
"ngge1241",327,"nbq","Papunesia","Nuclear Trans New Guinea",-3.62735,139.011,"0"
"ngie1241",1743,"nnh","Africa",NA,NA,NA,NA
"ngie1242",256,"ngj","Africa",NA,NA,NA,NA
"ngil1242",309,"jle",NA,NA,NA,NA,NA
"ngin1244",565,"nnq","Africa",NA,NA,NA,NA
"ngit1239",579,"niy","Africa","Central Sudanic",1.30455,30.2242,"0"
"ngiz1242",1337,"ngi","Africa",NA,NA,NA,NA
"ngka1235",462,"kcd","Papunesia",NA,NA,NA,NA
"ngom1265",235,"nmj",NA,NA,NA,NA,NA
"ngom1268",3048,"ngc","Africa","Atlantic-Congo",1.45357,20.14148,"0"
"ngom1270",1616,"nra","Africa",NA,NA,NA,NA
"ngom1271",343,"nla","Africa",NA,NA,NA,NA
"ngom1272",753,"jgo","Africa",NA,NA,NA,NA
"ngon1267",484,"noq","Africa",NA,NA,NA,NA
"ngon1269",90,NA,"Africa",NA,NA,NA,NA
"ngos1238",431,"nsh","Africa",NA,NA,NA,NA
"ngul1236",22,"nuw","Papunesia","Austronesian",8.45,137.34,"?"
"ngul1246",1481,"ngp","Africa",NA,NA,NA,NA
"ngul1247",619,"nlo","Africa",NA,NA,NA,NA
"ngum1253",13,"xnm","Australia",NA,NA,NA,NA
"ngum1255",1671,"nui","Africa",NA,NA,NA,NA
"ngun1266",27,"nue","Africa",NA,NA,NA,NA
"ngun1270",48,"ndn","Africa",NA,NA,NA,NA
"ngun1272",1418,"ngz","Africa",NA,NA,NA,NA
"nguo1239",3854,"nuo","Eurasia",NA,NA,NA,NA
"ngur1261",1393,"nbx","Australia","Pama-Nyungan",-27.58,142.45,"?"
"ngur1263",563,"ngq","Africa",NA,NA,NA,NA
"ngwa1251",20,"ngw","Africa",NA,NA,NA,NA
"ngwe1238",2336,"nwe","Africa",NA,NA,NA,NA
"ngwo1241",583,"ngn","Africa",NA,NA,NA,NA
"nhan1238",1107,"nha","Australia","Pama-Nyungan",-27.42523643,114.2680442,"0"
"nhen1239",9377,"yrl","South America","Tupian",1.04503,-66.9646,"0"
"nhuw1239",609,"nhf","Australia",NA,NA,NA,NA
"nias1242",5013,"nia","Papunesia",NA,NA,NA,NA
"nica1238",1020,"ncs","North America",NA,NA,NA,NA
"nica1252",1022,"bzk","North America","Indo-European",12.4402,-83.7386,"1"
"niel1243",1088,"nie","Africa",NA,NA,NA,NA
"nige1240",208,"nsi","Africa",NA,NA,NA,NA
"nige1253",1875,"fuv","Africa","Atlantic-Congo",10.9972,11.1188,"1"
"nige1255",1866,"mzk","Africa",NA,NA,NA,NA
"nige1257",3594,"pcm","Africa",NA,NA,NA,NA
"niha1238",893,"nll","Eurasia",NA,21.1886,76.3318,"0"
"niii1240",4380,"nii","Papunesia",NA,NA,NA,NA
"nija1241",264,"xny","Australia",NA,NA,NA,NA
"nija1242",256,"nad","Australia",NA,NA,NA,NA
"nila1242",955,"nim","Africa","Atlantic-Congo",-4.50002,34.3068,"0"
"nilo1247",1279,NA,"Africa",NA,NA,NA,NA
"nima1243",545,"noe","Eurasia",NA,NA,NA,NA
"nimb1256",10,"nmr","Africa",NA,NA,NA,NA
"nimo1246",402,"nmw","Australia, Papunesia",NA,NA,NA,NA
"nina1238",1365,"shb","South America","Yanomamic",4.03894,-62.7801,"?"
"nind1242",10,"nxi","Africa",NA,NA,NA,NA
"ning1273",47,NA,"Papunesia",NA,NA,NA,NA
"ning1274",311,"nxr","Papunesia",NA,NA,NA,NA
"ning1275",18,"nby","Papunesia",NA,NA,NA,NA
"nini1235",2478,"nlk","Papunesia",NA,NA,NA,NA
"ninz1246",149,"nin","Africa",NA,NA,NA,NA
"nise1244",1142,"nsz","North America",NA,NA,NA,NA
"nisg1240",1206,"ncg","North America","Tsimshian",55.199,-129.192,"0"
"nisi1239",119,"dap","Eurasia",NA,NA,NA,NA
"niua1240",499,"num","Papunesia","Austronesian",-15.6014,-175.64,"1"
"niue1239",3842,"niu","Papunesia","Austronesian",-19.06,-169.86,"1"
"niva1238",4377,"cag","South America","Matacoan",-22.8557,-61.7606,"1"
"njal1239",188,"njl","Africa",NA,NA,NA,NA
"njeb1242",2022,"nzb","Africa",NA,NA,NA,NA
"njen1238",29,"njj","Africa",NA,NA,NA,NA
"njer1242",31,"njr","Africa",NA,NA,NA,NA
"njye1238",472,"njy","Africa",NA,NA,NA,NA
"nkam1239",572,"nkq","Africa",NA,NA,NA,NA
"nkan1238",16,"nkn","Africa",NA,NA,NA,NA
"nkar1238",30,"nkz","Africa",NA,NA,NA,NA
"nkem1242",99,"isi","Africa",NA,NA,NA,NA
"nkhu1238",658,"khu","Africa",NA,NA,NA,NA
"nkoa1234",871,"nqo","Africa",NA,NA,NA,NA
"nkon1245",1540,NA,"Africa",NA,NA,NA,NA
"nkon1247",188,"nkc","Africa",NA,NA,NA,NA
"nkon1248",846,"nko","Africa","Atlantic-Congo",7.20316,0.3209,"1"
"nkor1239",129,"nkx","Africa","Ijoid",4.57641,7.45802,NA
"nkoy1244",645,"nka","Africa",NA,NA,NA,NA
"nkun1238",670,NA,"Africa",NA,NA,NA,NA
"nkut1238",433,"nkw","Africa",NA,NA,NA,NA
"nnam1238",105,"nbp","Africa",NA,NA,NA,NA
"nngg1234",1548,"ngh","Africa",NA,NA,NA,NA
"nobi1240",4773,"fia","Africa",NA,NA,NA,NA
"nobo1238",619,"gaw","Papunesia",NA,NA,NA,NA
"noct1238",1615,"njb","Eurasia","Sino-Tibetan",27.152,95.3903,"1"
"noga1249",4047,"nog","Eurasia",NA,NA,NA,NA
"noku1237",18,"nkk","Papunesia","Austronesian",-14.8974,166.603,"1"
"noma1260",638,"lem","Africa","Atlantic-Congo",4.5893,10.9157,"0"
"noma1262",70,"nof","Papunesia",NA,NA,NA,NA
"noma1263",3072,"not","South America","Arawakan",-11.5349,-74.4371,"0"
"noml1242",154,NA,"North America",NA,NA,NA,NA
"nong1247",1151,"zhn","Eurasia",NA,NA,NA,NA
"nonu1241",593,"noj","South America","Huitotoan",-1.25,-72.5,"?"
"nook1247",376,"nok","North America",NA,NA,NA,NA
"noon1242",2123,"snf","Africa","Atlantic-Congo",14.792,-16.9205,"1"
"noon1243",906,"nhu","Africa","Atlantic-Congo",6.37256,10.5707,"0"
"noot1239",80,"noo","North America",NA,NA,NA,NA
"nopa1235",709,"cya","North America","Otomanguean",16.0954,-97.1339,"1"
"nori1240",546,"nrc",NA,NA,NA,NA,NA
"nort1401",162,"nrp","Eurasia",NA,NA,NA,NA
"nort1545",88,"huj",NA,NA,NA,NA,NA
"nort1550",124,"twf","North America",NA,NA,NA,NA
"nort1551",358,NA,"North America",NA,NA,NA,NA
"nort1552",1719,"crl","North America",NA,NA,NA,NA
"nort2626",8614,"frr","Eurasia",NA,NA,NA,NA
"nort2627",13344,"nds",NA,NA,NA,NA,NA
"nort2628",1474,"frs","Eurasia",NA,NA,NA,NA
"nort2640",214,"faz",NA,NA,NA,NA,NA
"nort2641",8946,"kmr","Eurasia",NA,NA,NA,NA
"nort2645",1179,"lrc","Eurasia",NA,NA,NA,NA
"nort2646",5108,"pbu","Eurasia",NA,NA,NA,NA
"nort2662",1602,"hno","Eurasia",NA,NA,NA,NA
"nort2666",423,"aee","Eurasia",NA,NA,NA,NA
"nort2671",13016,"sme","Eurasia","Uralic",68.725,22.1113,"0"
"nort2676",26,NA,"Eurasia",NA,NA,NA,NA
"nort2684",5000,"kxm","Eurasia","Austroasiatic",14.4674,103.863,"0"
"nort2686",2408,"atv","Eurasia",NA,NA,NA,NA
"nort2690",22347,"uzn","Eurasia","Turkic",40.886,69.211,"0"
"nort2697",15815,"azj","Eurasia","Turkic",40.9777,46.4737,"0"
"nort2699",1010,"kfb","Eurasia","Dravidian",20.1022,78.4934,"0"
"nort2702",1946,"gno","Eurasia",NA,NA,NA,NA
"nort2709",282,"ghh","Eurasia",NA,NA,NA,NA
"nort2722",2733,"cng","Eurasia","Sino-Tibetan",32.2766,103.192,"1"
"nort2723",1438,"pmi","Eurasia","Sino-Tibetan",28.6626,101.305,"0"
"nort2724",153,"bfc","Eurasia","Sino-Tibetan",26.925,99.656,"0"
"nort2725",149,"nnl",NA,NA,NA,NA,NA
"nort2727",121,"lbr",NA,NA,NA,NA,NA
"nort2732",2824,"tji","Eurasia","Sino-Tibetan",29.3016,109.759,"0"
"nort2735",947,"doc","Eurasia",NA,NA,NA,NA
"nort2740",3628,"nod","Eurasia",NA,NA,NA,NA
"nort2741",3979,"tts","Eurasia",NA,NA,NA,NA
"nort2745",4021,"ykg","Eurasia","Yukaghir",70.498,157.853,"0"
"nort2747",4493,"hea","Eurasia","Hmong-Mien",26.6338,108.162,"0"
"nort2765",324,"kqs","Africa",NA,NA,NA,NA
"nort2770",562,"fll","Africa",NA,NA,NA,NA
"nort2774",7309,"ngb","Africa","Atlantic-Congo",3.56357,21.85251,"1"
"nort2775",5098,"gya","Africa","Atlantic-Congo",5.9503,15.2569,"0"
"nort2780",7430,"dgi","Africa",NA,NA,NA,NA
"nort2784",1372,"nuv","Africa",NA,NA,NA,NA
"nort2787",100,"tsp","Africa",NA,NA,NA,NA
"nort2795",19394,"nde",NA,"Atlantic-Congo",-20.2513,27.4096,"0"
"nort2810",580,"gbo","Africa",NA,NA,NA,NA
"nort2815",310,"dip","Africa",NA,NA,NA,NA
"nort2819",475,"bbo","Africa",NA,NA,NA,NA
"nort2828",1673,"max","Papunesia","Austronesian",-0.86437,128.323,"0"
"nort2836",1300,"llp","Papunesia","Austronesian",-17.5774,168.375,"0"
"nort2839",982,"mmg","Papunesia","Austronesian",-16.1741,168.14,"1"
"nort2845",3331,"mrq","Papunesia","Austronesian",-8.89412,-140.108,"1"
"nort2847",1274,"tnn","Papunesia","Austronesian",-19.3733,169.303,"0"
"nort2857",87,"una","Papunesia",NA,NA,NA,NA
"nort2864",455,"weo","Papunesia","Austronesian",-3.05143,128.839,"0"
"nort2867",182,"nni","Papunesia",NA,NA,NA,NA
"nort2875",577,"aqn","Papunesia",NA,NA,NA,NA
"nort2877",2831,"xnn","Papunesia","Austronesian",17.1057,120.786,"1"
"nort2883",344,"cts","Papunesia",NA,NA,NA,NA
"nort2885",1607,"stb","Papunesia","Austronesian",8.5232,123.588,"1"
"nort2890",365,"bmm","Africa",NA,NA,NA,NA
"nort2907",340,"onr","Papunesia",NA,NA,NA,NA
"nort2916",985,"kti","Papunesia",NA,NA,NA,NA
"nort2918",35,"yir","Papua",NA,NA,NA,NA
"nort2920",3694,"tbg","Papunesia",NA,NA,NA,NA
"nort2921",646,"whg","Papunesia",NA,NA,NA,NA
"nort2930",1052,"kiw","Papunesia","Kiwaian",-7.39215,144.667,"1"
"nort2935",922,"ryn","Eurasia",NA,NA,NA,NA
"nort2938",6462,"hdn","North America","Haida",54.004532,-132.079257,"1"
"nort2939",203,"neq","North America",NA,NA,NA,NA
"nort2941",415,"ttm","North America",NA,NA,NA,NA
"nort2942",2611,"scs","North America","Athabaskan-Eyak-Tlingit",63.2671,-123.641,"0"
"nort2943",4377,"esi","North America",NA,NA,NA,NA
"nort2944",1592,NA,"North America",NA,NA,NA,NA
"nort2945",1395,"esk","North America",NA,NA,NA,NA
"nort2947",39,NA,NA,NA,NA,NA,NA
"nort2951",309,"mjd","North America","Maiduan",39.6721,-121.368,"?"
"nort2952",1178,"nmu","North America","Maiduan",40.4102,-120.645,"0"
"nort2953",34,NA,"North America",NA,NA,NA,NA
"nort2954",2284,"pao","North America","Uto-Aztecan",40.0799,-119.536,"1"
"nort2955",389,NA,"North America",NA,NA,NA,NA
"nort2957",1822,"ncj","North America","Uto-Aztecan",20.1356,-97.9814,"?"
"nort2958",766,"nhy","North America",NA,NA,NA,NA
"nort2959",1411,"ntp","North America","Uto-Aztecan",26.4348,-107.379,"0"
"nort2961",2994,"ojb","North America","Algic",51.6192,-87.7862,"0"
"nort2966",795,"pej","North America",NA,NA,NA,NA
"nort2967",41,"pef","North America",NA,NA,NA,NA
"nort2968",416,"nsq","North America",NA,NA,NA,NA
"nort2969",724,"cst","North America",NA,NA,NA,NA
"nort2971",1268,"enl","South America",NA,NA,NA,NA
"nort2972",3314,"emp","South America","Chocoan",7.12761,-77.574,"0"
"nort2973",994,"qvz","South America",NA,NA,NA,NA
"nort2976",3915,"qul","South America",NA,NA,NA,NA
"nort2979",396,"qxn","South America",NA,NA,NA,NA
"nort2980",1597,"qvn","South America","Quechuan",-11.2132,-75.8128,"0"
"nort2984",1399,"pmq","North America",NA,NA,NA,NA
"nort2985",815,"xtn","North America",NA,NA,NA,NA
"nort2994",3087,"rog","Eurasia","Austronesian",12.1967,108.849,"?"
"nort3046",897,"mfk","Africa",NA,NA,NA,NA
"nort3047",2016,NA,"Africa","Afro-Asiatic",10.6755,14.219,"1"
"nort3051",218,NA,"Africa",NA,NA,NA,NA
"nort3133",164,NA,"Africa",NA,NA,NA,NA
"nort3139",17031,"apc","Eurasia","Afro-Asiatic",34.1709,36.0468,"1"
"nort3142",5675,"ayp","Eurasia",NA,NA,NA,NA
"nort3268",2465,"cnp","Eurasia",NA,NA,NA,NA
"nort3415",58,"xpw","Australia",NA,NA,NA,NA
"norw1255",435,"nsl","Eurasia",NA,NA,NA,NA
"norw1258",6247,"nor","Eurasia",NA,NA,NA,NA
"norw1259",7570,"nob",NA,NA,NA,NA,NA
"notr1240",296,"bly","Africa",NA,NA,NA,NA
"nots1237",2860,"ncf",NA,"Austronesian",-3.0557,151.661,"1"
"nott1246",46,"ntw","North America",NA,NA,NA,NA
"noyy1238",43,"noy",NA,NA,NA,NA,NA
"nsar1238",143,"asj","Africa",NA,NA,NA,NA
"nsen1242",1893,"nse","Africa","Atlantic-Congo",-15.3946,31.3544,"0"
"nson1238",263,"nsx","Africa",NA,NA,NA,NA
"ntch1242",4799,"bud","Africa",NA,NA,NA,NA
"ntom1248",2303,"nto","Africa",NA,NA,NA,NA
